date,Último,Abertura,Máxima,Mínima,Vol.,Var%,value
2015-02-03,48964,47664,48993,47664,"4,82M","2,76%",48964
2015-02-04,49301,48965,49718,48214,"4,81M","0,69%",49301
2015-02-05,49234,49299,49816,4902,"4,00M","-0,14%",49234
2015-02-06,48792,49231,49231,48209,"4,59M","-0,90%",48792
2015-02-09,49383,48792,49522,48416,"3,66M","1,21%",49383
2015-02-10,4851,49359,49799,4851,"3,80M","-1,77%",4851
2015-02-11,4824,48508,48762,47841,"4,31M","-0,56%",4824
2015-02-12,49533,4824,4969,4824,"3,83M","2,68%",49533
2015-02-13,50636,49546,50726,49476,"3,89M","2,23%",50636
2015-02-18,5128,50639,51868,50639,"2,94M","1,27%",5128
2015-02-19,51294,51281,51638,5087,"2,49M","0,03%",51294
2015-02-20,51238,51301,5145,50711,"2,21M","-0,11%",51238
2015-02-23,51281,51238,5169,50861,"2,82M","0,08%",51281
2015-02-24,51874,51288,51956,51049,"3,00M","1,16%",51874
2015-02-25,51811,51863,51863,51051,"3,48M","-0,12%",51811
2015-02-26,51761,51812,51922,51181,"3,24M","-0,10%",51761
2015-02-27,51583,5176,52457,51474,"4,18M","-0,34%",51583
2015-03-02,51021,5158,5158,50775,"2,79M","-1,09%",51021
2015-03-03,51304,51021,51432,50995,"2,75M","0,56%",51304
2015-03-04,50468,51303,51303,50399,"3,65M","-1,63%",50468
2015-03-05,50365,50472,50734,50114,"2,73M","-0,20%",50365
2015-03-06,49981,50355,50401,49779,"2,79M","-0,76%",49981
2015-03-09,49181,49978,49978,48952,"3,30M","-1,60%",49181
2015-03-10,48293,49177,49177,48293,"4,43M","-1,80%",48293
2015-03-11,48906,48309,48937,48309,"3,84M","1,27%",48906
2015-03-12,4888,48908,49633,48684,"3,83M","-0,05%",4888
2015-03-13,48596,48858,48858,47905,"4,48M","-0,58%",48596
2015-03-16,48848,48602,49205,48394,"3,16M","0,52%",48848
2015-03-17,50285,48849,50384,48841,"4,01M","2,94%",50285
2015-03-18,51526,50284,51773,49788,"4,46M","2,47%",51526
2015-03-19,50954,5153,51547,50791,"3,26M","-1,11%",50954
2015-03-20,51967,50964,52286,50964,"4,92M","1,99%",51967
2015-03-23,51908,5197,52178,51516,"3,40M","-0,11%",51908
2015-03-24,51506,51908,52223,51006,"3,44M","-0,78%",51506
2015-03-25,51858,51507,52319,51507,"4,77M","0,68%",51858
2015-03-26,5058,51835,51835,50528,"3,64M","-2,47%",5058
2015-03-27,50095,50575,50575,49909,"3,93M","-0,96%",50095
2015-03-30,51243,501,51265,501,"2,80M","2,29%",51243
2015-03-31,5115,51243,51466,50612,"3,51M","-0,18%",5115
2015-04-01,52322,51186,52613,51186,"4,41M","2,29%",52322
2015-04-02,53123,52322,53312,52322,"4,27M","1,53%",53123
2015-04-06,53737,53124,54146,53122,"3,32M","1,16%",53737
2015-04-07,53729,53738,54002,53436,"3,49M","-0,02%",53729
2015-04-08,53661,53732,54458,53508,"4,78M","-0,13%",53661
2015-04-09,53803,53638,54002,53292,"4,34M","0,26%",53803
2015-04-10,54214,53803,54413,53556,"3,68M","0,76%",54214
2015-04-13,5424,54214,54866,54004,"3,66M","0,05%",5424
2015-04-14,53982,5424,54625,53773,"3,75M","-0,48%",53982
2015-04-15,54919,54037,5496,54037,"4,07M","1,74%",54919
2015-04-16,54674,54919,54919,54316,"4,13M","-0,45%",54674
2015-04-17,53955,54672,54672,53896,"3,54M","-1,32%",53955
2015-04-20,53761,53965,54385,5351,"2,69M","-0,36%",53761
2015-04-22,54617,53762,54848,53762,"3,70M","1,59%",54617
2015-04-23,55685,54616,55782,54064,"5,54M","1,95%",55685
2015-04-24,56594,55687,56965,55687,"4,98M","1,63%",56594
2015-04-27,55535,56554,56962,55515,"3,85M","-1,87%",55535
2015-04-28,55812,55549,56018,54973,"4,08M","0,50%",55812
2015-04-29,55325,55809,55809,55067,"3,89M","-0,87%",55325
2015-04-30,56229,55312,56229,5508,"4,95M","1,63%",56229
2015-05-04,57354,5623,5752,5623,"3,49M","2,00%",57354
2015-05-05,58052,5735,58147,57096,"3,90M","1,22%",58052
2015-05-06,57103,5805,58575,5682,"4,60M","-1,63%",57103
2015-05-07,56921,57103,5729,56507,"3,07M","-0,32%",56921
2015-05-08,57149,56965,57621,56595,"3,41M","0,40%",57149
2015-05-11,57197,57166,5749,57013,"3,06M","0,08%",57197
2015-05-12,56792,57193,57424,56753,"3,18M","-0,71%",56792
2015-05-13,56372,5679,569,56199,"3,17M","-0,74%",56372
2015-05-14,56657,56376,56921,56105,"3,31M","0,50%",56657
2015-05-15,57249,56656,57288,56422,"2,98M","1,04%",57249
2015-05-18,56204,5725,57606,55926,"3,90M","-1,82%",56204
2015-05-19,55499,56204,56212,55027,"3,32M","-1,26%",55499
2015-05-20,54901,55497,55645,5482,"3,38M","-1,08%",54901
2015-05-21,55112,549,55112,54526,"3,41M","0,38%",55112
2015-05-22,54377,55112,55223,54038,"3,80M","-1,33%",54377
2015-05-25,54609,54378,54868,53972,"1,65M","0,43%",54609
2015-05-26,5363,54609,54609,53548,"3,43M","-1,79%",5363
2015-05-27,54236,53631,54293,53136,"3,58M","1,13%",54236
2015-05-28,53976,5423,5423,53363,"3,00M","-0,48%",53976
2015-05-29,5276,53974,53974,5276,"5,73M","-2,25%",5276
2015-06-01,53031,52753,53233,52666,"2,76M","0,51%",53031
2015-06-02,54236,53035,54236,53035,"3,58M","2,27%",54236
2015-06-03,53523,54254,54254,53462,"3,42M","-1,32%",53523
2015-06-05,52973,53518,53518,52808,"2,81M","-1,03%",52973
2015-06-08,5281,52975,53325,5281,"2,66M","-0,31%",5281
2015-06-09,52816,5281,53292,52688,"3,79M","0,01%",52816
2015-06-10,53876,52817,54102,52817,"3,70M","2,01%",53876
2015-06-11,53689,53876,54271,53444,"3,19M","-0,35%",53689
2015-06-12,53348,53689,53689,53033,"2,45M","-0,64%",53348
2015-06-15,53138,53338,53338,52548,"2,69M","-0,39%",53138
2015-06-16,53702,53144,53969,53107,"3,38M","1,06%",53702
2015-06-17,53249,53698,53755,52965,"3,09M","-0,84%",53249
2015-06-18,54239,53251,54352,53214,"2,75M","1,86%",54239
2015-06-19,53749,54236,54236,53479,"2,95M","-0,90%",53749
2015-06-22,53864,5375,54342,53655,"2,43M","0,21%",53864
2015-06-23,53772,53865,54361,53772,"2,71M","-0,17%",53772
2015-06-24,53843,53772,54236,53628,"2,82M","0,13%",53843
2015-06-25,53176,5384,5384,52879,"3,33M","-1,24%",53176
2015-06-26,54017,53181,54076,53151,"2,79M","1,58%",54017
2015-06-29,53014,54013,54013,52647,"2,63M","-1,86%",53014
2015-06-30,53081,53014,53345,52813,"3,11M","0,13%",53081
2015-07-01,52758,53081,53456,52603,"2,80M","-0,61%",52758
2015-07-02,53106,52758,53357,52758,"3,09M","0,66%",53106
2015-07-03,52519,53106,53106,5237,"1,54M","-1,10%",52519
2015-07-06,52149,52511,52679,51683,"2,65M","-0,70%",52149
2015-07-07,52344,52149,52388,5113,"3,65M","0,37%",52344
2015-07-08,51782,52343,52468,51574,"2,97M","-1,07%",51782
2015-07-10,52591,51782,52786,51782,"2,76M","1,56%",52591
2015-07-13,53119,52591,53164,52591,"2,69M","1,01%",53119
2015-07-14,53239,53119,53416,52653,"2,74M","0,23%",53239
2015-07-15,52902,53239,53334,5279,"2,61M","-0,63%",52902
2015-07-16,5307,52902,53417,52714,"2,14M","0,32%",5307
2015-07-17,52342,5307,5331,52221,"2,52M","-1,37%",52342
2015-07-20,516,52341,52424,51525,"2,72M","-1,42%",516
2015-07-21,51474,51603,51998,51244,"3,03M","-0,24%",51474
2015-07-22,50916,51474,51474,50592,"3,22M","-1,09%",50916
2015-07-23,49807,50916,51063,49668,"4,31M","-2,18%",49807
2015-07-24,49246,49804,49831,48624,"3,74M","-1,13%",49246
2015-07-27,48736,49246,49298,4864,"3,49M","-1,04%",48736
2015-07-28,49602,4874,49871,4874,"4,14M","1,78%",49602
2015-07-29,50245,49602,50333,49422,"3,75M","1,30%",50245
2015-07-30,49897,50245,50645,49612,"3,26M","-0,69%",49897
2015-07-31,50865,49897,50895,49892,"3,14M","1,94%",50865
2015-08-03,50138,50867,50867,50054,"2,69M","-1,43%",50138
2015-08-04,50058,50138,50574,49827,"2,75M","-0,16%",50058
2015-08-05,50287,50067,50853,50067,"2,75M","0,46%",50287
2015-08-06,50011,5028,50534,49624,"3,75M","-0,55%",50011
2015-08-07,48577,50013,50013,48512,"3,32M","-2,87%",48577
2015-08-10,49353,48578,49512,48578,"2,93M","1,60%",49353
2015-08-11,49072,4934,4934,48306,"3,29M","-0,57%",49072
2015-08-12,48388,49064,49064,48028,"4,37M","-1,39%",48388
2015-08-13,4801,4839,48606,47722,"3,29M","-0,78%",4801
2015-08-14,47508,4801,48186,47508,"2,97M","-1,04%",47508
2015-08-17,47217,47509,47788,47217,"2,49M","-0,61%",47217
2015-08-18,47451,4722,48084,46676,"3,65M","0,49%",47451
2015-08-19,46588,47451,47451,45977,"3,34M","-1,82%",46588
2015-08-20,46649,46588,46781,4603,"3,04M","0,13%",46649
2015-08-21,4572,46649,46649,45677,"2,96M","-1,99%",4572
2015-08-24,44336,45715,45715,42749,"4,87M","-3,03%",44336
2015-08-25,44545,44338,45588,44338,"3,84M","0,47%",44545
2015-08-26,46038,44546,46039,4454,"3,86M","3,35%",46038
2015-08-27,47715,46038,47997,46038,"4,38M","3,64%",47715
2015-08-28,47154,47697,47872,46847,"3,90M","-1,18%",47154
2015-08-31,46626,47151,47151,4557,"4,95M","-1,12%",46626
2015-09-01,45477,46625,46625,45278,"3,78M","-2,46%",45477
2015-09-02,46464,45484,46474,45445,"3,86M","2,17%",46464
2015-09-03,47366,46468,47532,46279,"4,23M","1,94%",47366
2015-09-04,46498,47366,47377,4632,"4,30M","-1,83%",46498
2015-09-08,46762,46501,47243,46497,"2,94M","0,57%",46762
2015-09-09,46657,46762,4784,46614,"3,81M","-0,22%",46657
2015-09-10,46504,46656,46819,45592,"4,62M","-0,33%",46504
2015-09-11,46401,46509,46558,46176,"3,62M","-0,22%",46401
2015-09-14,47282,464,47386,46218,"3,69M","1,90%",47282
2015-09-15,47364,47281,47689,46746,"3,67M","0,17%",47364
2015-09-16,48553,47364,48681,47364,"4,45M","2,51%",48553
2015-09-17,48551,48553,49396,48082,"4,31M","0,00%",48551
2015-09-18,47264,4855,4855,46928,"4,52M","-2,65%",47264
2015-09-21,4659,47263,47391,46425,"2,68M","-1,43%",4659
2015-09-22,46265,46585,46585,45276,"4,32M","-0,70%",46265
2015-09-23,4534,46263,4648,4534,"4,08M","-2,00%",4534
2015-09-24,45292,4534,45572,44183,"4,47M","-0,11%",45292
2015-09-25,44831,453,45969,44697,"3,23M","-1,02%",44831
2015-09-28,43957,44832,44832,43767,"2,86M","-1,95%",43957
2015-09-29,44132,43956,44531,43956,"3,05M","0,40%",44132
2015-09-30,45059,44132,45294,44132,"4,98M","2,10%",45059
2015-10-01,45313,45064,45547,44789,"3,89M","0,56%",45313
2015-10-02,47033,45313,47033,44973,"4,13M","3,80%",47033
2015-10-05,47598,47033,48081,47019,"3,32M","1,20%",47598
2015-10-06,47735,47598,48092,47389,"3,37M","0,29%",47735
2015-10-07,48914,47735,4929,47715,"6,25M","2,47%",48914
2015-10-08,49107,48915,49247,48658,"3,70M","0,39%",49107
2015-10-09,49338,49105,49752,48698,"4,69M","0,47%",49338
2015-10-13,47363,49339,49339,47135,"4,35M","-4,00%",47363
2015-10-14,4671,47349,47715,46701,"6,14M","-1,38%",4671
2015-10-15,47161,4673,47188,46321,"3,65M","0,96%",47161
2015-10-16,47236,47161,47727,46517,"3,65M","0,16%",47236
2015-10-19,47447,47242,47536,46917,"3,13M","0,45%",47447
2015-10-20,47077,47447,47728,46623,"3,40M","-0,78%",47077
2015-10-21,47026,47077,47274,46654,"3,05M","-0,11%",47026
2015-10-22,47772,47027,47909,47027,"3,22M","1,59%",47772
2015-10-23,47597,47774,48837,47502,"3,59M","-0,37%",47597
2015-10-26,47209,47607,47875,47105,"2,53M","-0,81%",47209
2015-10-27,47043,47205,47338,46742,"3,44M","-0,35%",47043
2015-10-28,46741,47038,47442,46388,"4,09M","-0,64%",46741
2015-10-29,45628,4674,4674,45628,"3,18M","-2,38%",45628
2015-10-30,45869,45628,45975,45401,"3,33M","0,53%",45869
2015-11-03,48054,45869,48054,45866,"4,75M","4,76%",48054
2015-11-04,4771,48059,49054,47441,"3,74M","-0,71%",4771
2015-11-05,48047,47712,48061,4743,"3,19M","0,71%",48047
2015-11-06,46919,48046,48046,46397,"3,19M","-2,35%",46919
2015-11-09,46195,46915,47001,46057,"2,35M","-1,54%",46195
2015-11-10,46207,46195,46207,45397,"2,48M","0,03%",46207
2015-11-11,47065,46207,47231,46207,"3,17M","1,86%",47065
2015-11-12,46884,47065,4746,46696,"3,25M","-0,39%",46884
2015-11-13,46517,46884,46884,46311,"3,63M","-0,78%",46517
2015-11-16,46847,46519,46905,46399,"3,24M","0,71%",46847
2015-11-17,47248,46848,47698,46848,"3,45M","0,86%",47248
2015-11-18,47436,47241,47951,47241,"4,09M","0,40%",47436
2015-11-19,48139,47437,48227,47437,"4,19M","1,48%",48139
2015-11-23,4815,48138,48745,47988,"3,38M","0,02%",4815
2015-11-24,48284,48143,4832,47442,"3,55M","0,28%",48284
2015-11-25,46867,4827,4827,46742,"4,10M","-2,94%",46867
2015-11-26,47146,46867,47199,46867,"2,36M","0,60%",47146
2015-11-27,45873,47144,47144,45812,"3,13M","-2,70%",45873
2015-11-30,4512,45871,45931,45106,"7,39M","-1,64%",4512
2015-12-01,45047,45121,45482,44775,"4,31M","-0,16%",45047
2015-12-02,44915,45046,45338,44579,"4,31M","-0,29%",44915
2015-12-03,46393,44923,47142,44923,"4,56M","3,29%",46393
2015-12-04,45361,46385,46385,45023,"3,63M","-2,23%",45361
2015-12-07,45223,45361,46157,45217,"2,94M","-0,30%",45223
2015-12-08,44443,45223,45233,44232,"3,30M","-1,72%",44443
2015-12-09,46108,44444,46438,44444,"4,58M","3,75%",46108
2015-12-10,45631,46084,46323,45351,"3,75M","-1,04%",45631
2015-12-11,45263,4563,45981,45068,"3,38M","-0,81%",45263
2015-12-14,44747,45258,45258,44531,"2,56M","-1,14%",44747
2015-12-15,44872,44748,45423,44748,"2,64M","0,28%",44872
2015-12-16,45016,44868,45099,44095,"3,43M","0,32%",45016
2015-12-17,45261,45016,46251,45016,"3,12M","0,55%",45261
2015-12-18,43911,45249,45249,4369,"4,71M","-2,98%",43911
2015-12-21,432,43912,44223,43196,"3,56M","-1,62%",432
2015-12-22,4347,43208,43632,43137,"2,66M","0,62%",4347
2015-12-23,44015,43479,44233,43479,"2,58M","1,25%",44015
2015-12-28,43764,44016,44087,43709,"1,85M","-0,57%",43764
2015-12-29,43654,43781,44042,43523,"1,73M","-0,25%",43654
2015-12-30,4335,43653,43662,43217,"2,76M","-0,70%",4335
2016-01-04,42141,43349,43349,42125,"3,07M","-2,79%",42141
2016-01-05,42419,42139,42534,42137,"2,64M","0,66%",42419
2016-01-06,41773,4241,4241,4159,"4,06M","-1,52%",41773
2016-01-07,40695,41772,41772,40695,"4,16M","-2,58%",40695
2016-01-08,40612,40695,41218,40463,"3,32M","-0,20%",40612
2016-01-11,3995,40612,40974,39924,"3,18M","-1,63%",3995
2016-01-12,39514,39955,40261,39426,"3,49M","-1,09%",39514
2016-01-13,38944,39518,4005,38822,"3,68M","-1,44%",38944
2016-01-14,395,38944,39502,38459,"3,99M","1,43%",395
2016-01-15,38569,39494,39494,37986,"4,20M","-2,36%",38569
2016-01-18,37937,38572,38633,37937,"2,23M","-1,64%",37937
2016-01-19,38057,37941,38857,37941,"3,14M","0,32%",38057
2016-01-20,37645,38056,38056,37046,"4,08M","-1,08%",37645
2016-01-21,37717,37647,38079,37495,"3,89M","0,19%",37717
2016-01-22,38031,37737,38444,37737,"4,33M","0,83%",38031
2016-01-26,37497,38031,38031,37112,"3,72M","-1,40%",37497
2016-01-27,38376,37501,38766,37402,"4,79M","2,34%",38376
2016-01-28,3863,38376,391,37996,"4,60M","0,66%",3863
2016-01-29,40406,38635,40406,38635,"5,65M","4,60%",40406
2016-02-01,4057,40397,4057,39738,"3,77M","0,41%",4057
2016-02-02,38596,40564,40564,38596,"4,56M","-4,87%",38596
2016-02-03,39589,38597,39726,38597,"4,37M","2,57%",39589
2016-02-04,40822,39589,41444,39589,"5,56M","3,11%",40822
2016-02-05,40592,40812,41249,40566,"3,67M","-0,56%",40592
2016-02-10,40377,40592,40592,3996,,"-0,53%",40377
2016-02-11,39318,4037,4037,38928,"3,79M","-2,62%",39318
2016-02-12,39808,39324,39901,39324,"3,43M","1,25%",39808
2016-02-15,40093,39808,40671,39808,"1,75M","0,72%",40093
2016-02-16,40948,40093,41206,40074,"4,04M","2,13%",40948
2016-02-17,41631,40958,42436,40958,"5,47M","1,67%",41631
2016-02-18,41478,41624,41698,41183,"3,64M","-0,37%",41478
2016-02-19,41543,41477,41828,41071,"3,40M","0,16%",41543
2016-02-22,43235,41544,43345,41544,"4,65M","4,07%",43235
2016-02-23,42521,43235,43601,42359,"3,92M","-1,65%",42521
2016-02-24,42085,42521,42521,41211,"3,63M","-1,03%",42085
2016-02-25,41888,42084,42327,41442,"4,05M","-0,47%",41888
2016-02-26,41593,41889,42495,41417,"3,38M","-0,70%",41593
2016-02-29,42794,41599,43053,41599,"4,61M","2,89%",42794
2016-03-01,44122,42795,44181,42795,"4,75M","3,10%",44122
2016-03-02,44893,44122,44983,43841,"5,16M","1,75%",44893
2016-03-03,47193,449,47375,449,"9,31M","5,12%",47193
2016-03-04,49085,47194,50024,47194,"10,60M","4,01%",49085
2016-03-07,49246,49089,49639,48746,"5,90M","0,33%",49246
2016-03-08,49102,49244,49914,48847,"7,37M","-0,29%",49102
2016-03-09,48665,49102,50001,48623,"6,42M","-0,89%",48665
2016-03-10,49571,48667,49974,47922,"7,70M","1,86%",49571
2016-03-11,49639,49574,50038,49156,"6,19M","0,14%",49639
2016-03-14,48867,49639,50166,48757,"4,95M","-1,55%",48867
2016-03-15,4713,48866,48866,46684,"5,67M","-3,56%",4713
2016-03-16,47763,4713,47814,46521,"5,27M","1,34%",47763
2016-03-17,50914,4777,51268,4777,"7,47M","6,60%",50914
2016-03-18,50815,50915,51308,50202,"5,62M","-0,19%",50815
2016-03-21,51172,50816,5137,50765,"3,82M","0,70%",51172
2016-03-22,5101,5117,51215,50812,"4,02M","-0,32%",5101
2016-03-23,4969,51005,51005,49491,"3,75M","-2,59%",4969
2016-03-24,49657,49686,49686,48778,"3,80M","-0,07%",49657
2016-03-28,50838,49687,51149,49687,"3,62M","2,38%",50838
2016-03-29,51155,50839,51765,50387,"4,45M","0,62%",51155
2016-03-30,51249,51155,52262,509,"4,88M","0,18%",51249
2016-03-31,50055,51248,51248,49642,"4,38M","-2,33%",50055
2016-04-01,50562,50054,50768,49361,"4,01M","1,01%",50562
2016-04-04,4878,50556,50556,486,"3,67M","-3,52%",4878
2016-04-05,49054,48778,49629,48149,"3,66M","0,56%",49054
2016-04-06,48096,49054,49054,47874,"3,93M","-1,95%",48096
2016-04-07,48513,48099,4894,48099,"3,15M","0,87%",48513
2016-04-08,50293,48517,50486,48517,"5,20M","3,67%",50293
2016-04-11,50165,50303,51089,50078,"4,18M","-0,25%",50165
2016-04-12,52002,50166,52327,50166,"5,31M","3,66%",52002
2016-04-13,5315,5201,53844,5201,"6,57M","2,21%",5315
2016-04-14,52411,5315,53699,52242,"5,66M","-1,39%",52411
2016-04-15,53228,52414,5339,52414,"5,20M","1,56%",53228
2016-04-18,52894,53229,53479,52305,"4,53M","-0,63%",52894
2016-04-19,5371,52894,54054,52894,"5,19M","1,54%",5371
2016-04-20,53631,53711,53857,53149,"4,69M","-0,15%",53631
2016-04-22,52908,5363,5363,52629,"4,39M","-1,35%",52908
2016-04-25,51862,52911,52949,51748,"3,81M","-1,98%",51862
2016-04-26,53083,51867,53108,51838,"3,87M","2,35%",53083
2016-04-27,54478,53094,5456,53094,"5,05M","2,63%",54478
2016-04-28,54312,54475,54978,53963,"4,55M","-0,30%",54312
2016-04-29,53911,54317,54705,53592,"5,05M","-0,74%",53911
2016-05-02,53562,5391,54113,53265,"3,39M","-0,65%",53562
2016-05-03,5226,53557,53557,5226,"4,01M","-2,43%",5226
2016-05-04,52553,52253,52672,51931,"4,40M","0,56%",52553
2016-05-05,51671,52569,53071,51311,"3,65M","-1,68%",51671
2016-05-06,51718,51671,52159,51204,"3,40M","0,09%",51718
2016-05-09,5099,51717,51717,49908,"5,09M","-1,41%",5099
2016-05-10,53071,50994,53071,50994,"4,21M","4,08%",53071
2016-05-11,52764,53072,53976,52736,"4,48M","-0,58%",52764
2016-05-12,53241,52765,53798,52424,"4,77M","0,90%",53241
2016-05-13,51804,53236,5325,51366,"4,45M","-2,70%",51804
2016-05-16,51803,51803,52305,51585,"3,64M","0,00%",51803
2016-05-17,50839,51795,51946,50689,"3,99M","-1,86%",50839
2016-05-18,50562,50836,51373,50301,"4,20M","-0,55%",50562
2016-05-19,50133,50556,50556,49588,"4,03M","-0,85%",50133
2016-05-20,49723,50133,50822,49723,"3,36M","-0,82%",49723
2016-05-23,4933,49709,49709,48695,"3,52M","-0,79%",4933
2016-05-24,49345,4933,50002,49153,"3,24M","0,03%",49345
2016-05-25,49483,49347,50357,49347,"3,58M","0,28%",49483
2016-05-27,49051,49481,49805,48869,"2,80M","-0,87%",49051
2016-05-30,48964,49051,49203,48799,"1,21M","-0,18%",48964
2016-05-31,48472,48963,49269,48292,"5,80M","-1,01%",48472
2016-06-01,49013,48468,49057,482,"3,39M","1,12%",49013
2016-06-02,49887,49008,49906,48781,"3,63M","1,78%",49887
2016-06-03,5062,49888,50634,49888,"3,43M","1,47%",5062
2016-06-06,50432,50627,50924,50097,"3,11M","-0,37%",50432
2016-06-07,50488,50432,50641,50005,"3,05M","0,11%",50488
2016-06-08,51629,5049,51812,5049,"4,35M","2,26%",51629
2016-06-09,51118,51633,51633,50832,"3,31M","-0,99%",51118
2016-06-10,49422,51117,51117,49421,"3,07M","-3,32%",49422
2016-06-13,49661,49419,49764,48804,"2,71M","0,48%",49661
2016-06-14,48648,49662,49894,48216,"4,01M","-2,04%",48648
2016-06-15,48915,48649,49415,48324,"5,16M","0,55%",48915
2016-06-16,49412,48901,49412,48067,"4,01M","1,02%",49412
2016-06-17,49534,49409,50191,49405,"4,38M","0,25%",49534
2016-06-20,50329,49539,50782,49539,"3,59M","1,61%",50329
2016-06-21,50838,50326,5087,49678,"3,45M","1,01%",50838
2016-06-22,50156,50835,51239,5006,"3,75M","-1,34%",50156
2016-06-23,5156,50161,51673,50161,"3,26M","2,80%",5156
2016-06-24,50105,51561,51561,49544,"4,27M","-2,82%",50105
2016-06-27,49246,50106,50162,48954,"3,33M","-1,72%",49246
2016-06-28,50007,49252,50301,49252,"3,51M","1,55%",50007
2016-06-29,51002,50009,51229,50009,"4,09M","1,99%",51002
2016-06-30,51527,51001,51619,50585,"4,51M","1,03%",51527
2016-07-01,52233,5154,52346,51411,"4,24M","1,37%",52233
2016-07-04,52569,52241,52918,52241,"2,08M","0,64%",52569
2016-07-05,51842,52565,52565,5151,"3,22M","-1,38%",51842
2016-07-06,51902,51842,51909,50825,"3,38M","0,11%",51902
2016-07-07,52015,51902,52719,51888,"3,83M","0,22%",52015
2016-07-08,53141,5202,53166,5202,"3,09M","2,16%",53141
2016-07-11,5396,53143,54021,53143,"3,31M","1,54%",5396
2016-07-12,54256,53961,54746,53961,"4,00M","0,55%",54256
2016-07-13,54598,54256,54647,53733,"4,16M","0,63%",54598
2016-07-14,55481,54601,55634,54601,"4,54M","1,62%",55481
2016-07-15,55578,55482,55649,55233,"3,80M","0,18%",55578
2016-07-18,56484,55573,56509,55355,"4,11M","1,63%",56484
2016-07-19,56698,56487,56698,56246,"3,91M","0,38%",56698
2016-07-20,56578,56699,56927,56221,"4,00M","-0,21%",56578
2016-07-21,56641,56578,56906,56233,"3,59M","0,11%",56641
2016-07-22,57002,56641,57171,56518,"3,00M","0,64%",57002
2016-07-25,56873,57006,57205,56398,"3,22M","-0,23%",56873
2016-07-26,56783,56876,5731,56708,"3,46M","-0,16%",56783
2016-07-27,56853,56788,5738,56788,"3,91M","0,12%",56853
2016-07-28,56667,56853,56853,55993,"3,91M","-0,33%",56667
2016-07-29,57308,56664,57474,5634,"4,55M","1,13%",57308
2016-08-01,56756,57309,57729,56676,"4,21M","-0,96%",56756
2016-08-02,56162,56756,56974,55696,"3,98M","-1,05%",56162
2016-08-03,57077,56157,57101,55788,"4,18M","1,63%",57077
2016-08-04,57594,57076,5803,57076,"4,32M","0,91%",57594
2016-08-05,57661,57609,57951,5729,"3,46M","0,12%",57661
2016-08-08,57635,57655,57917,57504,"3,25M","-0,04%",57635
